size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
3.46552532690708	#00C094	1.721	76.7425365853659	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
4.64806770548619	#A58AFF	6.158	48.6805853658537	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.86983266441109	#C49A00	1.523	77.0422682926829	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.84312889733924	#C49A00	1.736	73.9160243902439	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
4.20474180452341	#FB61D7	5.313	51.0593170731707	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
5.13273976450198	#53B400	2.196	75.7976585365854	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.42368778146994	#C49A00	1.42	81.0317073170732	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
4.31895604968355	#F8766D	1.87	81.8463414634146	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.14468440229076	#53B400	1.687	75.1127804878049	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.48577983301136	#C49A00	1.92	70.6528536585366	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
2.9601221257405	#C49A00	1.14	75.5528536585366	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.2535584137126	#53B400	1.561	76.7392195121951	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
8.06992396630053	#A58AFF	2.202	68.9373658536585	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.63077604914188	#C49A00	1.84	80.4853658536586	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.96266300762448	#FB61D7	5.812	55.3579024390244	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.32954250258564	#C49A00	1.51	74.1634146341463	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.55496360695583	#00C094	2.501	75.1562682926829	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
3.51528045488318	#FB61D7	4.218	50.3370975609756	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
3.53420675845013	#FB61D7	5.206	56.0144390243902	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.10920617778021	#00B6EB	1.764	79.2885365853658	Bermuda	North America	Bermuda	3	#00B6EB
2.30716906531835	#F8766D	2.017	78.0651219512195	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
3.57641324093369	#53B400	3.294	66.5773658536585	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
8.88968345471765	#53B400	1.811	73.4352195121951	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.29097623912289	#53B400	1.891	75.4522682926829	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.41496053062568	#A58AFF	2.332	67.2847073170732	Bhutan	South Asia	Bhutan	3	#A58AFF
2.6893900834538	#FB61D7	2.696	53.0184878048781	Botswana	Sub-Saharan Africa (all income levels)	Botswana	3	#FB61D7
3.50991297487234	#C49A00	1.51	70.6512195121951	Belarus	Europe & Central Asia (all income levels)	Belarus	3	#C49A00
2.26944820874715	#53B400	2.741	76.0529024390244	Belize	Latin America & Caribbean (all income levels)	Belize	3	#53B400
4.88249079739545	#00B6EB	1.6269	80.929243902439	Canada	North America	Canada	3	#00B6EB
5.92518867134782	#FB61D7	5.657	48.3693170731707	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	3	#FB61D7
3.03233547109804	#FB61D7	4.546	48.3456097560976	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	3	#FB61D7
3.00741700964118	#FB61D7	4.504	57.3561951219512	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	3	#FB61D7
3.3797292493826	#C49A00	1.52	82.6951219512195	Switzerland	Europe & Central Asia (all income levels)	Switzerland	3	#C49A00
4.16109395317248	#FB61D7	4.348	55.421243902439	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	3	#FB61D7
4.04170972217703	#53B400	1.849	79.016756097561	Chile	Latin America & Caribbean (all income levels)	Chile	3	#53B400
4.257454202146	#FB61D7	4.409	51.5764634146342	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	3	#FB61D7
20	#F8766D	1.582	73.4856341463415	China	East Asia & Pacific (all income levels)	China	3	#F8766D
5.3681959783967	#53B400	2.1	73.6419024390244	Colombia	Latin America & Caribbean (all income levels)	Colombia	3	#53B400
3.0669509960195	#53B400	1.827	79.3150975609756	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	3	#53B400
3.64756322909573	#53B400	1.457	79.1256341463415	Cuba	Latin America & Caribbean (all income levels)	Cuba	3	#53B400
2.33854351228855	#FB61D7	2.344	73.9167804878049	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	3	#FB61D7
2.51526610325391	#C49A00	1.468	79.5628536585366	Cyprus	Europe & Central Asia (all income levels)	Cyprus	3	#C49A00
