size	colour	x	y	showSelectedlegendcolour	clickSelects	showSelected1	PANEL	fill
2.13402561685752	#00C094	1960	51.6086829268293	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.14113807981099	#00C094	1961	52.6601463414634	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.15027589949552	#00C094	1962	53.7608292682927	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.16021328425315	#00C094	1963	54.9011951219512	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.16959559491176	#00C094	1964	56.066243902439	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.17787186984743	#00C094	1965	57.2364146341463	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.18488171129578	#00C094	1966	58.3916585365854	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.19158561857718	#00C094	1967	59.5129268292683	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.19983896597154	#00C094	1968	60.5826829268293	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.21178253887457	#00C094	1969	61.5878780487805	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.22841418354376	#00C094	1970	62.5194878048781	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.24895676062057	#00C094	1971	63.373	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.2721892157869	#00C094	1972	64.1599512195122	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.29763834842987	#00C094	1973	64.8883170731707	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.32484175444879	#00C094	1974	65.5626341463415	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.35324308848019	#00C094	1975	66.1853902439024	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.38294375205809	#00C094	1976	66.7605853658537	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.41326898579214	#00C094	1977	67.291243902439	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.44244530976722	#00C094	1978	67.7853658536585	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.4686180109556	#00C094	1979	68.2474634146342	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.49090445250535	#00C094	1980	68.6840487804878	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.50918294388294	#00C094	1981	69.0996097560976	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.52436712702662	#00C094	1982	69.4961463414634	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.53789509058479	#00C094	1983	69.8756829268293	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.55159495572554	#00C094	1984	70.2411951219512	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.56666638010219	#00C094	1985	70.5941707317073	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.58337107697627	#00C094	1986	70.9336341463415	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.60125375888251	#00C094	1987	71.2575365853659	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.61988267474751	#00C094	1988	71.5669024390244	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.63863684624776	#00C094	1989	71.861243902439	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.65713058553469	#00C094	1990	72.1435365853659	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.67549110191576	#00C094	1991	72.4153170731707	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.69396868696073	#00C094	1992	72.6785853658537	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.71250687109653	#00C094	1993	72.9353414634146	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.73104482699176	#00C094	1994	73.1870975609756	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.74962759143872	#00C094	1995	73.4348536585366	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.76938518185242	#00C094	1996	73.6800975609756	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.79073553313541	#00C094	1997	73.9208292682927	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.81246275726886	#00C094	1998	74.1570487804878	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.83299400010958	#00C094	1999	74.3887317073171	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.85197852795163	#00C094	2000	74.6159024390244	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.86680967824059	#00C094	2001	74.8370731707317	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.87949027952009	#00C094	2002	75.0522195121951	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.89917974843468	#00C094	2003	75.2608780487805	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.93716876345174	#00C094	2004	75.4639756097561	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
2.99822564026764	#00C094	2005	75.6604634146342	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.08242300318887	#00C094	2006	75.8518048780488	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.18060070558357	#00C094	2007	76.0384390243903	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.27874130236922	#00C094	2008	76.2213414634146	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.36267013606355	#00C094	2009	76.3995609756098	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.42520250872178	#00C094	2010	76.5736097560976	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.46552532690708	#00C094	2011	76.7425365853659	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	4	#00C094
3.45308249305848	#A58AFF	1960	31.1320975609756	South Asia	Afghanistan	Afghanistan	4	#A58AFF
